phrase,target
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) ",input
It was decided that the auditors are reimbursed according to invoice ,input
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ",input
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation ",input
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group ",input
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com ",input
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system ",input
"The store is located in Poznan in a shopping center named Pestka , the company added ",input
The output of the contracts totals 72 MWe ,input
It has80 branches in Finland with annual revenue in Finland of ,input
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam ",input
No other ev3 devices were involved in this action ,input
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 ,input
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ",input
The acquisition price was not disclosed ,input
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 ,input
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks ",input
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis ",input
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services ,input
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros ",input
Bluewin Security is available as a monthly subscription ,input
"To see more of New Haven Register , or to subscribe to the newspaper ",input
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena ",input
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division ,input
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger ",input
- Counter your competitor 's strengths and target their weaknesses ,input
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper ",input
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 ",input
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds ,input
Delivery is expected to take place later this month ,input
The ECB can mainly target inflation ,input
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ",input
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Ã¯Â¿Â½ Lemmink+Ã¯Â¿Â½inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor ,input
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ",input
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 ,input
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 ",input
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ",input
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. ,input
"- The Group -Ã¯Â¿Â½ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million ",input
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations ,input
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds ,input
The total investment in 2006 and 2007 is expected to amount to about EUR75m ,input
The issuer is solely responsible for the content of this announcement ,input
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 ,input
The total value of the contract is some EUR 8 million ,input
